,longitude,latitude,season,thetao
0,104.5,-1.6666641235351562,JJA,30.29431
1,104.5,-1.5833282470703125,JJA,30.291397
2,104.5,-1.5,JJA,30.191742
3,104.5,-1.4166641235351562,JJA,30.178217
4,104.58334350585938,-1.8333282470703125,JJA,30.183838
5,104.58334350585938,-1.75,JJA,30.141434
6,104.58334350585938,-1.6666641235351562,JJA,30.123873
7,104.58334350585938,-1.5833282470703125,JJA,30.054705
8,104.58334350585938,-1.5,JJA,29.991259
9,104.58334350585938,-1.4166641235351562,JJA,29.982592
10,104.66668701171876,-2.0,JJA,30.271921
11,104.66668701171876,-1.916664123535156,JJA,30.233313
12,104.66668701171876,-1.8333282470703125,JJA,30.075928
13,104.66668701171876,-1.75,JJA,29.980242
14,104.66668701171876,-1.6666641235351562,JJA,29.95257
15,104.66668701171876,-1.5833282470703125,JJA,29.95091
16,104.66668701171876,-1.5,JJA,29.953218
17,104.66668701171876,-1.4166641235351562,JJA,29.962517
18,104.75,-2.0,JJA,30.17436
19,104.75,-1.916664123535156,JJA,30.101934
20,104.75,-1.8333282470703125,JJA,29.961233
21,104.75,-1.75,JJA,29.913218
22,104.75,-1.6666641235351562,JJA,29.928091
23,104.75,-1.5833282470703125,JJA,29.962118
24,104.75,-1.5,JJA,29.971758
25,104.75,-1.4166641235351562,JJA,29.985626
26,104.83334350585938,-2.0,JJA,30.03408
27,104.83334350585938,-1.916664123535156,JJA,29.934042
28,104.83334350585938,-1.8333282470703125,JJA,29.88312
29,104.83334350585938,-1.75,JJA,29.898039
30,104.83334350585938,-1.6666641235351562,JJA,29.937826
31,104.83334350585938,-1.5833282470703125,JJA,29.956476
32,104.83334350585938,-1.5,JJA,29.96095
33,104.83334350585938,-1.4166641235351562,JJA,29.97906
34,104.91668701171876,-2.3333282470703125,JJA,30.238424
35,104.91668701171876,-2.25,JJA,30.1212
36,104.91668701171876,-2.166664123535156,JJA,29.98777
37,104.91668701171876,-2.0833282470703125,JJA,29.968246
38,104.91668701171876,-2.0,JJA,29.898155
39,104.91668701171876,-1.916664123535156,JJA,29.869669
40,104.91668701171876,-1.8333282470703125,JJA,29.860643
41,104.91668701171876,-1.75,JJA,29.899368
42,104.91668701171876,-1.6666641235351562,JJA,29.92681
43,104.91668701171876,-1.5833282470703125,JJA,29.935984
44,104.91668701171876,-1.5,JJA,29.944529
45,104.91668701171876,-1.4166641235351562,JJA,29.97584
46,105.0,-2.3333282470703125,JJA,30.17795
47,105.0,-2.25,JJA,29.986406
48,105.0,-2.166664123535156,JJA,29.800753
49,105.0,-2.0833282470703125,JJA,29.78868
50,105.0,-2.0,JJA,29.80838
51,105.0,-1.916664123535156,JJA,29.836746
52,105.0,-1.8333282470703125,JJA,29.859556
53,105.0,-1.75,JJA,29.88214
54,105.0,-1.6666641235351562,JJA,29.898024
55,105.0,-1.5833282470703125,JJA,29.909592
56,105.0,-1.5,JJA,29.93646
57,105.0,-1.4166641235351562,JJA,29.97582
58,105.08334350585938,-2.3333282470703125,JJA,30.067785
59,105.08334350585938,-2.25,JJA,29.815897
60,105.08334350585938,-2.166664123535156,JJA,29.73002
61,105.08334350585938,-2.0833282470703125,JJA,29.790369
62,105.08334350585938,-2.0,JJA,29.830675
63,105.08334350585938,-1.916664123535156,JJA,29.910929
64,105.08334350585938,-1.8333282470703125,JJA,29.941107
65,105.08334350585938,-1.75,JJA,29.95964
66,105.08334350585938,-1.6666641235351562,JJA,29.95225
67,105.08334350585938,-1.5833282470703125,JJA,29.950813
68,105.08334350585938,-1.5,JJA,29.963526
69,105.08334350585938,-1.4166641235351562,JJA,29.984869
70,105.16668701171876,-2.3333282470703125,JJA,29.983053
71,105.16668701171876,-2.25,JJA,29.746544
72,105.16668701171876,-2.166664123535156,JJA,29.732485
73,105.16668701171876,-2.0833282470703125,JJA,29.874544
74,105.16668701171876,-2.0,JJA,29.958466
75,105.16668701171876,-1.916664123535156,JJA,30.049805
76,105.16668701171876,-1.8333282470703125,JJA,29.97638
77,105.16668701171876,-1.75,JJA,29.972914
78,105.16668701171876,-1.6666641235351562,JJA,29.96772
79,105.16668701171876,-1.5833282470703125,JJA,29.978788
80,105.16668701171876,-1.5,JJA,30.000603
81,105.16668701171876,-1.4166641235351562,JJA,30.002695
82,105.25,-2.3333282470703125,JJA,29.85026
83,105.25,-2.25,JJA,29.725126
84,105.25,-2.166664123535156,JJA,29.756828
85,105.25,-2.0833282470703125,JJA,29.903112
86,105.25,-1.916664123535156,JJA,30.158766
87,105.25,-1.8333282470703125,JJA,30.073603
88,105.25,-1.75,JJA,29.988153
89,105.25,-1.6666641235351562,JJA,29.999666
90,105.25,-1.5833282470703125,JJA,30.0289
91,105.25,-1.5,JJA,30.04972
92,105.25,-1.4166641235351562,JJA,30.050955
93,105.33334350585938,-2.3333282470703125,JJA,29.771406
94,105.33334350585938,-2.25,JJA,29.69813
95,105.33334350585938,-2.166664123535156,JJA,29.805212
96,105.33334350585938,-1.8333282470703125,JJA,30.046303
97,105.33334350585938,-1.75,JJA,29.98641
98,105.33334350585938,-1.6666641235351562,JJA,30.010641
99,105.33334350585938,-1.5833282470703125,JJA,30.07879
100,105.33334350585938,-1.5,JJA,30.067917
101,105.33334350585938,-1.4166641235351562,JJA,30.043718
102,105.41668701171876,-2.3333282470703125,JJA,29.759277
103,105.41668701171876,-2.25,JJA,29.71755
104,105.41668701171876,-2.166664123535156,JJA,29.835335
105,105.41668701171876,-1.5833282470703125,JJA,30.166956
106,105.41668701171876,-1.5,JJA,30.102472
107,105.41668701171876,-1.4166641235351562,JJA,30.042955
108,105.5,-2.3333282470703125,JJA,29.742056
109,105.5,-2.25,JJA,29.703032
110,105.5,-2.166664123535156,JJA,29.842766
111,105.5,-1.5833282470703125,JJA,30.203817
112,105.5,-1.5,JJA,30.130346
113,105.5,-1.4166641235351562,JJA,30.024324
114,105.58334350585938,-2.5833282470703125,JJA,29.797913
115,105.58334350585938,-2.5,JJA,29.729965
116,105.58334350585938,-2.416664123535156,JJA,29.851334
117,105.58334350585938,-2.3333282470703125,JJA,29.718712
118,105.58334350585938,-2.25,JJA,29.700048
119,105.58334350585938,-2.166664123535156,JJA,29.865084
120,105.58334350585938,-1.5833282470703125,JJA,30.197283
121,105.58334350585938,-1.5,JJA,30.093935
122,105.58334350585938,-1.4166641235351562,JJA,29.992575
123,105.66668701171876,-2.666664123535156,JJA,29.799814
124,105.66668701171876,-2.5833282470703125,JJA,29.695581
125,105.66668701171876,-2.5,JJA,29.659899
126,105.66668701171876,-2.416664123535156,JJA,29.671463
127,105.66668701171876,-2.3333282470703125,JJA,29.63571
128,105.66668701171876,-2.25,JJA,29.718636
129,105.66668701171876,-2.166664123535156,JJA,29.931543
130,105.66668701171876,-1.75,JJA,30.312088
131,105.66668701171876,-1.6666641235351562,JJA,30.289873
132,105.66668701171876,-1.5833282470703125,JJA,30.191813
133,105.66668701171876,-1.5,JJA,30.044645
134,105.66668701171876,-1.4166641235351562,JJA,29.95046
135,105.75,-2.666664123535156,JJA,29.655632
136,105.75,-2.5833282470703125,JJA,29.628677
137,105.75,-2.5,JJA,29.635231
138,105.75,-2.416664123535156,JJA,29.615835
139,105.75,-2.3333282470703125,JJA,29.690321
140,105.75,-2.25,JJA,29.868254
141,105.75,-2.166664123535156,JJA,29.9953
142,105.75,-1.75,JJA,30.310364
143,105.75,-1.6666641235351562,JJA,30.286047
144,105.75,-1.5833282470703125,JJA,30.197699
145,105.75,-1.5,JJA,30.017738
146,105.75,-1.4166641235351562,JJA,29.91709
147,105.83334350585938,-3.5833282470703125,JJA,29.619345
148,105.83334350585938,-3.5,JJA,29.616447
149,105.83334350585938,-2.916664123535156,JJA,29.681818
150,105.83334350585938,-2.8333282470703125,JJA,29.620077
151,105.83334350585938,-2.75,JJA,29.63887
152,105.83334350585938,-2.666664123535156,JJA,29.652605
153,105.83334350585938,-2.5833282470703125,JJA,29.649122
154,105.83334350585938,-2.5,JJA,29.7246
155,105.83334350585938,-2.416664123535156,JJA,29.735968
156,105.83334350585938,-2.3333282470703125,JJA,29.823988
157,105.83334350585938,-2.25,JJA,29.897573
158,105.83334350585938,-2.166664123535156,JJA,29.981361
159,105.83334350585938,-1.5,JJA,29.9877
160,105.83334350585938,-1.4166641235351562,JJA,29.884077
161,105.91668701171876,-3.5833282470703125,JJA,29.538076
162,105.91668701171876,-3.5,JJA,29.526186
163,105.91668701171876,-3.416664123535156,JJA,29.680794
164,105.91668701171876,-2.916664123535156,JJA,29.538252
165,105.91668701171876,-2.8333282470703125,JJA,29.59168
166,105.91668701171876,-2.75,JJA,29.592173
